track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Mon beau chagrin,Yelle,L'Ère du Verseau,5EXH2oYBayCgJlb3cg7Ubq,0.38,0.805,0.574,7,-8.28,1,0.0411,0.415,0.00146,0.0942,0.56,133.07,134207,4
Miroir (Un),Paradis,Recto Verso,0SbmgVUGL7oHE1kGXLkamZ,0.38,0.747,0.466,3,-7.911,0,0.0364,0.27,0.0124,0.0787,0.681,123.021,288947,4
Chaleur Humaine,Christine and the Queens,Chaleur Humaine,5w0l7wpio347RsPzdJEsIc,0.42,0.696,0.35,0,-10.825,1,0.0483,0.349,0.00419,0.102,0.293,125.935,237770,4
Orange,Napkey,Orange EP,2hDh3bYshCt0VvAWA2990q,0.44,0.81,0.682,7,-5.938,1,0.041,0.246,0.00128,0.102,0.516,113.791,337397,4
Couleur menthe à l'eau,Isaac Delusion,Couleur menthe à l'eau,5sJrmcYHQUgMhwZvZErPHS,0.48,0.582,0.373,9,-9.866,0,0.0326,0.56,0.168,0.216,0.454,144.043,212202,4
Chasseur d'ivoire,Polo & Pan,Caravelle,4pb7tQIK2wOdut6D6s6SNP,0.37,0.406,0.595,10,-7.589,1,0.0469,0.647,0.000614,0.305,0.276,104.892,310147,4
What's-her-face,Christine and the Queens,Chris,6tLxGx6UJoTNXQAv1vc033,0.38,0.482,0.492,7,-9.77,1,0.051,0.307,0.00101,0.256,0.0394,159.838,303067,4
Zoom Zoom,Polo & Pan,Caravelle (Deluxe),1L9oEp6R7qFyAlOeyLnOji,0.37,0.677,0.854,7,-6.955,1,0.0384,0.0491,0.419,0.0815,0.504,94.01,209773,4
Raíz,Bomba Estéreo,Amanecer,4fDwxWXafzNfBVT4aY3Am8,0.4,0.726,0.602,6,-9.358,1,0.0381,0.491,0.0551,0.101,0.141,90.173,218560,4
Karaté,Yelle,Karaté,6e9F5hHvB0kIBnaJ8ZMTUh,0.36,0.842,0.786,11,-7.018,0,0.0665,0.0727,0.0106,0.023,0.892,126.027,178318,4
Hacia el Fondo,Rubio,Pez,05pWvphx6xOFAOGWIHdAYS,0.36,0.756,0.511,1,-8.167,1,0.0335,0.0191,0.016,0.118,0.624,105.002,197967,4
Aqualand,Polo & Pan,Caravelle (Deluxe),2DK4E7kLhhpffTtDuIwblR,0.37,0.771,0.776,8,-6.406,1,0.0319,0.288,0.0352,0.308,0.253,112.007,257787,4
Safe and Holy,Christine and the Queens,Christine and the Queens,63hIesjNbh0Ydl4TKM4cPc,0.3,0.623,0.48,11,-7.833,0,0.0311,0.12,2.62e-05,0.107,0.19,115.952,247394,4
Science Fiction,Christine and the Queens,Chaleur Humaine,176q92Z8Pn9FCm3cXjgJ7l,0.4,0.907,0.616,11,-9.036,0,0.0377,0.334,0.000213,0.0968,0.832,120.043,219128,4
Je suis la montagne,Moodoïd,Moodoïd - EP,1cYb7xyv2TEhrS0iqwVAv3,0.3,0.501,0.773,2,-6.041,1,0.0333,0.0374,0.385,0.701,0.704,129.995,292522,4
Make some sense,Christine and the Queens,Chris,4dOl2lg0Dbs5BIokpMDqfs,0.37,0.676,0.339,0,-9.459,1,0.0373,0.36,2.49e-05,0.0586,0.208,138.004,200427,4
Sintiendo,Bomba Estéreo,Elegancia Tropical,1oEfEdOcHav6qEGHwO7Ww5,0.36,0.7,0.712,4,-11.079,0,0.0386,0.174,0.00151,0.124,0.352,120.009,238840,4
Science Fiction,Christine and the Queens,Christine and the Queens,2TBthDwMpiWahWvyol2fVP,0.28,0.887,0.567,11,-8.99,0,0.0341,0.463,5.76e-05,0.0981,0.796,120.02,218173,4
The Sinner,Isaac Delusion,Rust & Gold,45dKmyXd3icRGH0s0LGESv,0.48,0.382,0.657,10,-4.867,1,0.0329,0.11,0.00037,0.103,0.372,182.141,263453,3
Pays imaginaire,Polo & Pan,Caravelle (Deluxe),5VlrcqaZ4taI8VxLgvzweP,0.35,0.337,0.531,1,-5.656,1,0.0288,0.766,0.00202,0.0892,0.066,79.976,290280,4
Quiero Conocer Tu Mundo,Fármacos,Estado de Gracia,2aLfZCssSkZVKMlbw0kYtG,0.5,0.773,0.835,0,-5.414,0,0.0296,0.00791,0.00304,0.121,0.956,115.016,230120,4
Nuit 17 à 52,Christine and the Queens,Chaleur Humaine,1yNjs2dMriAHdL5zNU7OXl,0.42,0.497,0.351,7,-11.351,1,0.0361,0.248,0.0111,0.131,0.0612,174.02,262263,4
Intranquillité,Christine and the Queens,Chaleur Humaine (Deluxe Edition),3LY46JR7jcFNk9SDE5tz5c,0.38,0.729,0.659,1,-8.429,0,0.0298,0.0329,0.00274,0.0486,0.579,123.991,193442,4
Mutate,Jeanne Added,Radiate,4bsw5Js99AomxvKM0mxEAL,0.54,0.655,0.583,9,-7.731,0,0.0312,0.446,0.0118,0.0897,0.251,126.977,287400,4
All that she wants,Clea Vincent,Non mais oui,1t2DuK4AAnNbaiQl7QKFKA,0.47,0.494,0.606,1,-6.562,0,0.104,0.235,0.137,0.0811,0.283,97.992,257862,4
Mine,Uffie,Mine,0H2pinNa5oezByLtms9wTL,0.32,0.825,0.284,2,-9.657,0,0.0548,0.268,0.00142,0.128,0.54,95.001,163499,4
Friends,Isaac Delusion,Friends,7oEO6TfBGcyJw8ZpP8e8i2,0.43,0.694,0.473,8,-8.698,1,0.0331,0.00538,0.189,0.179,0.54,99.997,206335,4
L'appétit,Bonnie Banane,Soeur Nature - EP,17VZWOgLzd5kvtGpbSRxoW,0.36,0.345,0.463,6,-9.085,1,0.0559,0.524,1.54e-06,0.159,0.149,96.885,342154,4
Dorothy,Polo & Pan,Caravelle (Deluxe),7c4mqbHVoReN7hBQ3rLbum,0.37,0.804,0.462,8,-9.578,1,0.0554,0.0188,0.385,0.0965,0.418,117.989,316893,4
Fangs Out,Agar Agar,The Dog and the Future,2xVSfVDmAtaMxKBVwfYzV9,0.42,0.681,0.725,7,-8.257,0,0.0412,0.226,0.563,0.112,0.41,131.986,305680,4
megapunk,Ela Minus,megapunk,4NcpGYmJyC4TEyayIjnndm,0.49,0.721,0.492,8,-10.032,1,0.04,0.0137,0.966,0.135,0.691,132.004,192483,4
Fiesta - Remix,Bomba Estéreo,Amanecer (Remixed),4bCQEjAYoXY5ZTX670IuVT,0.42,0.53,0.918,4,-2.534,0,0.139,0.00817,0.000286,0.377,0.356,122.783,196373,4
Seaside Weekend,Antena,Camino Del Sol,0KQ16SaYCiVZj3eYs1mwr1,0.33,0.687,0.387,11,-17.514,0,0.0446,0.523,0.58,0.111,0.894,94.722,198520,4
Comme si on s'aimait,Christine and the Queens,Chris,7HQzxzyMoWLkWfvr0w5fot,0.35,0.719,0.613,2,-6.899,1,0.0683,0.207,0.000859,0.0969,0.77,115.992,232387,4
Jouer le jeu,The Pirouettes,Carrément carrément,6wakU2PSuIbh8X04du27li,0.42,0.777,0.743,0,-5.141,1,0.0317,0.207,3.83e-06,0.131,0.972,105.989,179400,4
Falling Hearts,Jeanne Added,Radiate,3LO6pkWEofyNIsnoFg9m4Q,0.49,0.724,0.693,0,-8.915,1,0.0314,0.653,0.057,0.111,0.325,119.994,236227,4
De Semaine En Semaine,Paradis,Recto Verso,3bvMJNoRWMtUHwUsMCkYGi,0.38,0.74,0.655,5,-7.706,0,0.0958,0.00353,0.819,0.103,0.324,128.014,341507,4
Irreversible,Fhin,Irreversible,0iQJJJIasm77u4r7Ukxzgh,0.4,0.505,0.29,8,-13.155,0,0.126,0.843,0.00137,0.105,0.259,139.798,232286,4
"De Profundis - Ni fleurs, ni couronnes",Delphine Volange,Monceau (Single),7bq5NjSUunGM6cBp94V7ba,0.32,0.456,0.324,4,-9.979,1,0.0278,0.881,0.4,0.107,0.169,158.068,247973,3
Doesn't matter (voleur de soleil),Christine and the Queens,Chris,1E84UmsefPBdAZmUS4qrYv,0.35,0.78,0.575,8,-6.429,1,0.0443,0.0193,0.000597,0.0429,0.934,136.939,263947,4
Me Gustas Tanto,Miranda!,Me Gustas Tanto,76SrGtPpDkBrgJKzGM4Pn4,0.54,0.75,0.87,0,-6.091,1,0.0357,0.00166,0.197,0.0969,0.961,126.979,219822,4
Money Money Money...,Bomba Estéreo,Ayo,1mihPUfBYVFM3yryx0fBo8,0.39,0.828,0.878,8,-2.831,1,0.0455,0.0114,1.24e-05,0.0438,0.743,110.004,168078,4
Cœur d'artichaut,Polo & Pan,Caravelle (Deluxe),6Xf5kqxFh9ttmFUjeX9J0w,0.36,0.715,0.727,3,-8.225,1,0.0447,0.173,0.106,0.0862,0.5,97.006,209600,4
Half Ladies,Christine and the Queens,Chaleur Humaine,4uMW4tJG9oulRc1iKoxUi6,0.4,0.768,0.513,5,-8.627,1,0.0348,0.456,0.000565,0.0952,0.233,108.017,258639,4
Cáile,CLUBZ,Destellos,73FRzPmCWDwmfmeknnIsjw,0.4,0.71,0.779,7,-6.993,1,0.0546,0.0963,0.0261,0.116,0.63,104.005,203213,4
Swimming Lessons,Camp Claude,Swimming Lessons,22r5S6iwB1Le5qpIFMSm48,0.41,0.589,0.661,0,-5.719,1,0.0261,0.0082,0.0,0.36,0.52,111.958,235360,4
Chacun Pour Soi,Paradis,Recto Verso,4lBXlIxxkbfJONt2l6zPNe,0.37,0.71,0.755,5,-8.28,0,0.0503,0.0493,0.775,0.336,0.874,127.985,288227,4
La vita nuova - A. G. Cook Remix,Christine and the Queens,La vita nuova (Remixes),5aTIhqazjaJlFkSWPQp2xA,0.32,0.323,0.856,4,-6.16,0,0.0337,0.345,0.245,0.117,0.463,119.919,274173,4
Mauvaise Foi - A COLORS SHOW,Bonnie Banane,Mauvaise Foi - A COLORS SHOW,62qkkK3SluzAKcRREPRIIo,0.4,0.459,0.429,1,-9.102,0,0.445,0.252,0.00521,0.173,0.381,180.916,195857,3
Los Calientes,Babasónicos,Jessico,7L2arBxHMxVXbWQzaHKgnY,0.58,0.61,0.921,4,-4.184,0,0.0349,0.00352,0.341,0.223,0.631,108.032,277011,4
Difficult,Uffie,Sex Dreams And Denim Jeans,3U9Vj3RzlJioIP2KfUIII1,0.32,0.665,0.916,10,-2.442,0,0.0356,0.674,0.00159,0.154,0.819,146.081,175987,4
Caderas,Bomba Estéreo,Amanecer,7ykWyivkiTpHV3dj8Giink,0.39,0.626,0.719,1,-4.931,1,0.103,0.018,6.46e-05,0.122,0.52,89.01,175667,4
Otra Era,Javiera Mena,Otra Era,0D8qIsQZvrXmClkyp19Lsl,0.5,0.534,0.888,2,-6.327,1,0.0274,0.0196,0.183,0.151,0.624,101.989,244979,4
Cru,Populous,Azulejos,6WSecx9kKRnCmbbucwMh8I,0.4,0.779,0.592,6,-8.334,1,0.136,0.0103,0.623,0.11,0.218,99.994,322337,4
Canopée - Superorganism Remix,Polo & Pan,Caravelle (Deluxe),0gkECv2m41sH5EEYeDXv29,0.33,0.607,0.546,5,-7.394,0,0.0769,0.305,0.0449,0.108,0.332,95.931,246827,4
Trauma,Fhin,Trauma,6gp2u4yXcPMPgUO475Pi89,0.41,0.588,0.421,4,-10.19,0,0.136,0.634,0.00413,0.111,0.14,134.884,206867,4
A Song with My Dog,Fhin,A Song with My Dog,5mvTJjGZQrWMQlvqYphLqz,0.34,0.59,0.247,9,-16.349,0,0.0307,0.961,0.516,0.048,0.184,127.964,183733,4
Girlfriend (feat. Dâm-Funk) [Palms Trax Remix],Christine and the Queens,"Girlfriend / Damn, dis-moi (feat. Dâm-Funk) [Remixes]",0rsGs3YkaLfZj6AZXKRL7B,0.41,0.644,0.622,0,-8.491,1,0.0385,0.00135,0.271,0.0874,0.76,121.014,325507,4
Ayo,Bomba Estéreo,Ayo,1TytGalYCTIOWspvQ7zB99,0.41,0.746,0.85,6,-2.464,1,0.0324,0.23,0.0,0.0567,0.877,114.999,173202,4
Huacachina,MonteRosso,Kitsuné Parisien 4,0Vk7Hc20BU3ttw8gXHfj8A,0.43,0.784,0.65,2,-5.419,0,0.0283,0.438,0.165,0.135,0.785,110.019,213865,4
Ugly-Pretty,Christine and the Queens,Chaleur Humaine,0CgeuA8OaptZ8QYawlVtHv,0.39,0.791,0.569,11,-11.404,0,0.0367,0.043,0.146,0.0876,0.792,120.01,205520,4
Here,Christine and the Queens,Chaleur Humaine,4Cu2diaJZL5VJo5y4hHoc1,0.39,0.528,0.44,9,-7.933,0,0.0317,0.553,0.000495,0.201,0.196,99.932,267072,4
Cœur croisé,Polo & Pan,Caravelle (Deluxe),4V4SroHS7zs9KkG6X1CEPF,0.35,0.701,0.823,9,-6.338,0,0.0337,0.471,0.00336,0.149,0.487,148.011,203347,4
Bittersweet Fruit,Isaac Delusion,Rust & Gold,5Na62v5BFi41QfPLqp7RMG,0.44,0.554,0.414,0,-9.121,0,0.0281,0.559,0.000609,0.0949,0.0815,89.921,210920,4
Jonathan (feat. Perfume Genius),Christine and the Queens,Christine and the Queens,42XSlEZd8Oj9SduzXruA2V,0.27,0.434,0.356,9,-9.077,1,0.0312,0.725,0.00289,0.148,0.173,129.945,204608,4
Sadmoney,Uffie,Tokyo Love Hotel,3DJNZxEDTLoRkFjsiy59dY,0.3,0.772,0.605,5,-5.277,1,0.0297,0.599,1.68e-06,0.144,0.203,130.014,210395,4
Your Heart Sounds Like,Fhin,A Crack in the Eyes,3FngzE48Ru7wahPaSEtp2m,0.32,0.72,0.353,11,-14.208,0,0.0551,0.694,0.267,0.377,0.277,83.026,244080,4
Siembra,Bomba Estéreo,Ayo,5n8x10liZsZ61MkdTihlmj,0.41,0.693,0.667,0,-5.311,1,0.0363,0.742,0.239,0.657,0.555,110.978,258447,4
"Damn, dis-moi (feat. Dâm-Funk)",Christine and the Queens,Chris,4y4JLOWeaKqCCT1Z5rdrLM,0.38,0.812,0.59,0,-6.614,0,0.041,0.0353,0.0059,0.172,0.718,110.005,199640,4
Peupleraie,Clément Froissart,Peupleraie,0HkO4DFtw7bnhF9uYUBfuJ,0.42,0.579,0.942,11,-6.945,0,0.0388,0.0206,0.746,0.186,0.197,120.014,289480,4
Éternel été,Ezéchiel Pailhès,Tout va bien,5qW4s2YOQNVMgQhIsclQVt,0.44,0.893,0.437,2,-13.02,0,0.0445,0.695,0.708,0.115,0.326,109.996,204476,4
Damn (what must a woman do),Christine and the Queens,Chris,1Bgzr2Z5JqD7lVh4WfjNsp,0.34,0.771,0.661,0,-7.27,1,0.0615,0.0621,0.000548,0.231,0.492,120.086,216867,4
Pijamas,Babasónicos,Mucho,1AYgMuI3cgL5EjnfhnZVoq,0.56,0.624,0.896,1,-6.484,0,0.0318,0.0877,0.000186,0.0889,0.832,137.984,209920,4
Recto Verso - Le Colisée Remix,Paradis,Recto Versions,4GccDiwfVfIKMQ5it9uJlO,0.37,0.597,0.394,0,-8.283,1,0.0325,0.905,0.00103,0.635,0.383,125.992,195400,4
Keep On Waiting,Napkey,Keep On Waiting,4UNkUQOm3NstUpafZ0iPOU,0.37,0.671,0.537,3,-9.094,0,0.0496,0.582,0.0151,0.0853,0.344,124.942,193627,4
Statue,Bonnie Banane,Statue,6rTktI6R95pYUoYo0m1JqA,0.32,0.566,0.797,7,-7.487,1,0.406,0.197,0.0,0.338,0.438,118.367,225000,4
Vampi - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),2u6Lstxqcg5KtJhCivR87d,0.57,0.743,0.7,7,-6.277,1,0.0286,0.26,2.87e-06,0.962,0.934,111.991,180653,4
Qué bonito,Bomba Estéreo,Qué bonito,6qYLtJR0FMaTPkv5JcwCAq,0.41,0.633,0.944,9,-5.549,1,0.0513,0.000703,0.00722,0.125,0.762,133.99,230990,4
Plage isolée (soleil levant),Polo & Pan,Caravelle (Deluxe),2ohKzhtHZiUe0NdsyLpGjI,0.35,0.758,0.517,5,-8.022,0,0.0245,0.501,0.0494,0.103,0.455,96.999,231933,4
Contours,Paradis,Recto Verso,0skeGaFkqD5ZdpJpAT5jz9,0.35,0.618,0.579,6,-8.862,0,0.0391,0.00389,0.892,0.111,0.635,150.043,338600,1
But Now a Warm Feel Is Running,Fhin,But Now a Warm Feel Is Running,0jAqlKoe7WOiZHGx5oEYKQ,0.39,0.8,0.279,2,-10.823,0,0.0619,0.348,0.0389,0.222,0.095,90.006,302200,4
Tristesse / joie,Yelle,Pop Up,782OONM1PMurXVSIyINPvY,0.31,0.924,0.431,1,-9.091,1,0.125,0.00636,0.000308,0.295,0.29,116.981,349120,4
Cosita Rica,Bomba Estéreo,Blow Up,3kHHjQ4m2iz41dFD1KcFq8,0.26,0.659,0.885,11,-7.158,1,0.0468,0.0135,0.000796,0.163,0.756,91.648,278373,4
Fiesta - Remix,Bomba Estéreo,Fiesta (Remix),32m3Omefuw5UynvibnMMOY,0.39,0.614,0.907,4,-2.536,0,0.143,0.00904,0.000131,0.36,0.35,122.906,196352,4
Great Escape,Napkey,Solstice,7exOXcmoCnR8jyEFyzYnNu,0.36,0.586,0.558,0,-9.957,1,0.0276,0.0492,0.0516,0.0746,0.292,103.996,185481,4
close,Ela Minus,acts of rebellion,1Ner5IA4SbY2rIVwsyJeej,0.38,0.72,0.557,3,-10.745,1,0.125,0.643,0.307,0.103,0.556,91.991,216808,4
Retiens mon désir,Clea Vincent,Retiens mon désir,3AeEzYBrSO2wELnKU1ummT,0.31,0.603,0.404,11,-8.178,0,0.0558,0.442,0.00144,0.0722,0.569,96.087,261080,4
5 dols,Christine and the Queens,Chris,28FPM0O8fic4eJM7o9bpAY,0.34,0.726,0.667,2,-6.258,1,0.0454,0.357,0.0,0.0591,0.643,129.019,208320,4
Calypso triste,Moriarty,Moriarty Meets Mama Rosin,3g8awpRqI5Tq5TBgTYJhdk,0.45,0.628,0.595,0,-9.203,1,0.0444,0.502,0.00452,0.242,0.474,98.329,210454,4
"Cuidado, Peligro, Eclipse",Agar Agar,Cardan,2niXWS7JOhbUm5oI2awwYE,0.38,0.714,0.637,10,-9.541,0,0.0411,0.061,0.897,0.0963,0.329,118.316,359991,4
Be True,Isaac Delusion,Make It,0Kl0H4HjKnuvb683Yoeufc,0.45,0.614,0.335,0,-9.618,1,0.0275,0.646,7.24e-06,0.141,0.363,84.949,207212,4
Dernier métro,The Pirouettes,L'importance des autres,5FZRR268149VwP5u9nzIez,0.42,0.732,0.822,9,-5.287,0,0.0394,0.000855,0.107,0.133,0.97,149.98,225352,4
Bailar Conmigo,Bomba Estéreo,Elegancia Tropical,4l5BuN5eOTAZoNheV05tbQ,0.33,0.709,0.692,2,-10.772,1,0.0531,0.0736,0.0729,0.104,0.297,106.0,243360,4
tony,Ela Minus,acts of rebellion,0P7r2eJD4fDYftX7EWBZRY,0.38,0.78,0.521,0,-10.597,1,0.0548,0.0166,0.757,0.0686,0.788,134.976,234747,4
"No Ordinary Love – Recorded at RAK Studios, London",Christine and the Queens,Spotify Singles,1tuaLgIQPnPmwOiniFGNK9,0.34,0.457,0.328,7,-12.395,1,0.0618,0.493,3.73e-06,0.102,0.106,113.158,231333,5
Flores No Mar,Populous,Flores No Mar,4sw5ft6s70lPDlCa1YRWks,0.39,0.817,0.548,4,-9.161,0,0.0582,0.0592,0.59,0.09,0.56,126.028,263415,4
Night 52,Christine and the Queens,Christine and the Queens,0UPMJnW4WSN1QTSCJ0PkPD,0.26,0.595,0.34,7,-11.101,1,0.0289,0.325,0.00511,0.165,0.0966,86.992,261091,4
La Lune & Le Soleil,Bonnie Banane,La Lune & Le Soleil,6sv8t4KL57pvG8QwyfFnhZ,0.4,0.733,0.675,4,-4.983,0,0.0528,0.0579,0.00105,0.0959,0.823,86.993,190893,4
Vuelve,Bomba Estéreo,Ayo,5kQAnD0Cuk6TFVIlZ29ILe,0.38,0.637,0.673,0,-5.24,1,0.0343,0.738,0.7,0.318,0.642,111.015,311027,4
iT,Christine and the Queens,Christine and the Queens,0wPusFl6637bObxQ2ZX3a5,0.26,0.672,0.57,0,-7.557,1,0.0428,0.313,1.88e-05,0.086,0.654,89.953,218159,4
La piscine,Hypnolove,La piscine - EP,2YdOefla0Wt3QRsQxgvqFF,0.37,0.758,0.729,5,-5.322,0,0.0373,0.107,0.0104,0.314,0.805,119.98,229147,4
Flower Power,Bomba Estéreo,Ayo,321lmohAdDLovCHMWxwKWU,0.42,0.698,0.778,2,-3.016,1,0.275,0.0154,0.0,0.288,0.526,184.098,198621,4
The stranger,Christine and the Queens,Chris,6l6ZId8W6C9dy3TL31atvD,0.33,0.738,0.747,8,-5.748,1,0.0633,0.178,0.000411,0.19,0.882,166.152,242893,4
Mexicali,Polo & Pan,Caravelle (Deluxe),3skWl2V8kHFHEZGFaJCbwS,0.35,0.749,0.825,8,-5.119,1,0.0335,0.0185,0.468,0.104,0.577,121.014,373080,4
Rouge soleil,Ravages,Abraxas,2BtrTeyutZQSPdpBfZTTxr,0.38,0.703,0.468,5,-10.491,1,0.0389,0.129,0.58,0.145,0.265,97.992,221383,4
Ce jeu - Tepr Remix,Yelle,Ce Jeu,0GW4OxkqXa32DBmscR6wbV,0.34,0.749,0.683,3,-7.312,0,0.0333,0.00118,0.299,0.127,0.856,126.027,217493,4
Ici & Maintenant (Here & Now),Yelle,Ici & Maintenant (Here & Now) - Single,4RGtbLNiQtyRv7ZuLUowJQ,0.31,0.836,0.679,10,-6.27,1,0.0328,0.00026,0.0097,0.114,0.566,120.004,230000,4
But Now a Warm Feel Is Running,Fhin,A Crack in the Eyes,6txV9XNQ9AEl7NA40PARPA,0.36,0.8,0.279,2,-10.823,0,0.0619,0.348,0.0389,0.222,0.095,90.006,302200,4
"they told us it was hard, but they were wrong. - Edit",Ela Minus,acts of rebellion,49WRDNDJL0vWmbIR4nv9TB,0.38,0.558,0.624,2,-9.508,0,0.0403,0.0572,0.595,0.364,0.147,129.879,225655,4
Súper Visión,CLUBZ,Destellos,0sOeHCH49LHGMpoyl44MlN,0.36,0.587,0.573,11,-8.524,0,0.0363,0.118,0.0497,0.0707,0.811,75.023,145987,4
Ya No Se Trata De Ti,Francisca Valenzuela,La Fortaleza,4Qk19LdSLuuEDjzR8j2gcV,0.54,0.765,0.442,7,-7.087,1,0.0319,0.596,1.46e-06,0.115,0.369,100.046,199747,4
Seul sous la lune,Clea Vincent,"Non mais oui, vol. 2",25w1L9cF2Di06EUUcSg8M7,0.37,0.686,0.557,0,-6.991,0,0.0344,0.261,0.0738,0.366,0.668,91.984,224348,4
Que veux-tu,Yelle,Safari Disco Club,0vwto81jFLuQljYVyyK2LE,0.36,0.782,0.919,11,-3.79,0,0.0402,0.191,0.0,0.248,0.856,124.998,233320,4
Soy Yo (feat. Doozie & MOJJO) - Doozie & MOJJO Remix,Bomba Estéreo,Soy Yo (feat. Doozie & MOJJO) [Doozie & MOJJO Remix],4AeFY5aK38DimaWgp4uRJg,0.38,0.838,0.859,11,-4.799,0,0.0654,0.0301,0.00214,0.0308,0.848,122.048,138279,4
